story_index,story_text,cluster_id,story_length
533883,"John wanted a skull. He saw one in a shop and it looked really cool. He asked his mom for it but she said no. John felt sad and started to cry. 
 
John went to the woods with his mom and he found a skull. It was heavy and he was very excited. He asked his mom if he could keep it but again she said no. 
 
John was determined to have a skull. He asked his mom if he could make one. She said yes and gave him some clay. He made it with her help and painted it white. 
 
John was very proud of his skull. He wanted to keep it forever. His mom was happy to let him keep it, it made John very happy!",9,595
804635,"One day, a little boy wanted to eat some delicious food. He went to get his fork from the kitchen drawer but his mom said no. She said it was too deep for him. He decided to reach his hand inside the drawer and grab the fork.

But the drawer was too deep and he couldn't reach. He started to cry. He wanted the fork so badly. Suddenly, his mom came over and said she was sorry. She had made a mistake and he could have the fork.

The little boy was so happy, but soon he started to regret his decision. He had found out the hard way that you should always listen to your mom!",9,575
1763479,"Once upon a time, there was a quiet cat. The cat always slept in the sun on the warm grass, enjoying the peaceful days. Then one day, something strange happened. The cat suddenly vanished! 
Nobody knew where it went, only that it had gone. Everyone was sad and missed the cat, but nobody knew where it had gone.

One day, a young child noticed a small hole in the ground and suspected the cat could have gone inside. The child had heard the stories of cats going into other places and never coming back. So, the child ventured down the hole to see if the cat was there.

The child did not come back.

The other people who lived nearby did not know what happened to the child. All they knew was that the child had gone down the hole looking for the vanished cat, but no one ever saw the child again.

The cat was never seen again either, and it remains a mystery as to where both the cat and the child disappeared to.",4,916
1590250,"Once there was a girl called Jane who lived close to the beach. Every day, she loved to go down to the sand and wave at the sea.

One day, Jane was feeling restless, so she decided to take a walk up the beach. As she walked, she saw a big grill ahead of her.

""Hello, grill,"" said Jane. ""Where are you going?""

The grill was silent.

Jane was disappointed. She waved to the grill and said, ""Bye bye!""

Jane continued to walk up the beach until she reached the end. She looked back one final time and waved to the grill one last time. Then, she turned around and went home.",1,572
729923,"Once upon a time there was a very quick rabbit hopping around. He was looking for something interesting to do.

He soon came across a carrot in a very strange place. He wanted to try it, so he hopped closer and closer.

Just as he was about to take a bite, he heard a loud noise behind him. It was a fox!

The rabbit wanted to resist, but he was too quick. The fox caught the rabbit in his jaws and ran away.

The rabbit was scared, and he felt sad. He had not resisted and now his fate was sealed. He had tried to find something interesting, but it had ended badly for him.",4,574
1262275,"Once upon a time, there was a little girl named Lily. She loved to draw and color with her crayons. One day, Lily saw a big sign at the park that said there was a drawing contest. The prize was a big bag of candy!

Lily was very excited and went home to draw her best picture. She drew a beautiful flower garden with lots of colors. Her mommy was so proud of her and said her picture was very pretty.

The next day, Lily went to the park and saw many other kids with their drawings. They were all very good, but Lily's picture was the best! She won the prize and was so happy. She shared her candy with her friends and they all had a great time. Lily felt very rich because she had so many friends to share her prize with.",2,722
1703202,"Anna likes to draw with her crayons. She has many colors and makes pictures of her family, her friends and her toys. She also has an eraser that she uses when she makes a mistake. Her eraser is old and has many marks on it, but Anna loves it.

One day, Anna is drawing a big flower on a paper. She wants to make it yellow and pink, but she picks up the wrong crayon. She draws a blue line on the flower by mistake. She says, ""Oh no! I need my eraser!""

She looks for her eraser on the table, but she cannot find it. She looks under the table, but she cannot find it. She looks in her crayon box, but she cannot find it. She feels sad and says, ""Where is my eraser? I need it!""

She hears a giggle behind her. She turns around and sees her brother, Ben. Ben is holding her eraser and smiling. He says, ""I have your eraser, Anna! Do you want it?""

Anna feels angry and says, ""Give me my eraser, Ben! That is not nice!""

Ben says, ""If you want it, you have to catch me!"" He runs away with the eraser.

Anna runs after him. She says, ""Stop, Ben! Give me my eraser!""

They run around the room, jumping over chairs and toys. Anna tries to catch Ben, but he is too fast. He says, ""You are too slow, Anna! You cannot catch me!""

Anna does not give up. She says, ""I will catch you, Ben! You will see!""

She sees Ben run towards the door. She runs faster and jumps in front of him. She grabs the eraser from his hand. She says, ""I got it! I got my eraser!""

Ben says, ""Hey, that is not fair! You cheated!""

Anna says, ""No, I did not! You took my eraser first! That is not fair!""

They look at each other and start to laugh. They say, ""Sorry, sorry!""

They hug and make up. Anna says, ""Can I draw with you, Ben?""

Ben says, ""Sure, Anna. You can draw with me. But do not use my blue crayon!""

They go back to the table and draw together. They share their crayons and their eraser. They have fun and make beautiful pictures.",7,1911
1702,"Once upon a time there was a field. It was green and very big. In the middle of the field was a surprise. It was a flower! It was so pretty and it was the biggest flower anyone had ever seen. It was very impressive. 

As the flower stood in the field, it started to grow bigger and bigger. It's petals got wider and it's stem got longer. But suddenly the flower started to shrink. It got smaller and smaller until it was the size of a tiny baby flower. 

Everyone gathered around the flower to see what had happened. The flower was shrinking even smaller as they watched. Suddenly, the flower disappeared! It was gone. Everyone was so amazed. They had never seen anything like it. 

And that is the story of the impressive shrinking flower in the big green field.",1,763
1274543,"One day, Tom mailed a package to his grandma. He was very excited to see what was inside! But, there was a problem. When Grandma opened the package, her shirt was cut! Tom had accidentally cut it with scissors. 

Tom was embarrassed. He knew he had to apologize. The next day, he mailed a card to Grandma. He said he was sorry and that he would be more obedient next time. 

Grandma was very happy to receive the card. She wrote back and thanked Tom for being so kind and obedient. She sent him a big hug. 

Tom smiled. He was glad he mailed the card and was glad Grandma forgave him. He was also happy that he was obedient!",9,624
1203403,"Once upon a time, there was a little girl named Lily. She loved to make movies with her friends. One day, Lily and her friends made a movie about a poor little bird who needed help.

After they finished the movie, Lily's friend said, ""I don't like the poor bird. We should have made a movie about a rich bird.""

Lily said, ""But we can learn from the poor bird. We can help others who need it.""

Her friend thought about it and said, ""You're right. Let's make another movie about helping others.""

The moral of the story is that it's important to help others, even if they are poor.",2,581
881570,"Once upon a time, there was a little girl named Lily. She loved to play at the park with her friends. One day, Lily and her friends went to the playground. They saw a big slide and wanted to try it out.

Lily climbed up the ladder and sat at the top of the slide. She was scared to go down, but her friend said, ""Don't worry, it's easy. Just slide down and have fun!""

Lily took a deep breath and slid down the slide. She felt the wind in her hair and it made her happy. Her friend cheered her on and said, ""Let's do it again!""

They went up and down the slide many times, and then they saw a ball that was rolling towards them. Lily's friend said, ""Let's roll the ball down the slide!"" They both laughed and rolled the ball down the slide. It was so much fun! 

After playing for a while, Lily and her friends went home with smiles on their faces. They couldn't wait to come back and play at the park again.",2,908
1803081,"Once upon a time, there was a little boy named Tommy. Tommy was a very troubled boy. His favorite thing to do was go outside and play.

One day, Tommy was running around in the garden when he saw a big radish. His eyes lit up and he ran over to pick it up. He proudly ran to his mom, who was in the kitchen cooking.

""Mom, look what I found!"" Tommy shouted excitedly.

His mom smiled, ""That's a big radish! What do you want to do with it?""

Tommy thought for a moment. ""I want to shut it in my room so I can look at it all the time,"" Tommy declared. 

His mom laughed, ""Okay. You can take it to your room and shut it in there, but please don't forget about it.""

Tommy grinned and nodded. He ran to his room and carefully shut the radish in. From then on, whenever Tommy felt troubled, he would go to his room and look at his radish, which made him smile.",9,855
1351611,"Ben and Sam were hungry. They wanted to eat meat for lunch. They saw a big shop with many meats. They ran to the shop and looked at the meats.

""Wow, look at all the meats!"" Ben said. ""I want that one!"" He pointed to a big red meat.

""No, I want that one!"" Sam said. He pointed to a big brown meat.

They both wanted the same meat. They started to fight. They pulled and pushed the meat. They did not see the shop man.

""Hey, stop that!"" the shop man said. He was angry. He had a big number on his shirt. It was 99. He was the boss of the shop. ""You are terrible boys! You are ruining my meat!""

He grabbed the meat from Ben and Sam. He threw it in the bin. He took a big stick. He chased Ben and Sam out of the shop.

""Go away and never come back!"" he shouted. ""You are not welcome here!""

Ben and Sam ran away. They were scared and sad. They did not get any meat for lunch. They were still hungry. They wished they had not fought. They had a bad day.",9,952
1950301,"Jack was in the peaceful field, looking for something special to do. He loved exploring, but he had seen it all before. Suddenly, he heard a curious sound. It was a high-pitched whistle. It sounded so sweet and happy!

Jack wanted to find the source of the whistle. He ran through the field, searching for the one who was making the sound. Jack stopped in surprise. It was an old owl, perched in an old, tall tree.

The owl was looking around, searching for something. His whistle sounded so sad. Jack was determined to help the owl. The old bird looked so unhappy!

Jack ran through the peaceful field, looking for something that belonged to the owl. Then, he found a big, red feather at the base of the old tree. He knew this was what the owl was looking for.

Jack picked up the feather and ran back to the tree. He held it out and the owl flew down and grabbed it. A huge smile stretched across the owl's face.

The owl flew back up to her tree and, with one last whistle, thank you, flew away. Jack felt happy. He had solved the old owl's problem and made him happy again.",8,1077
1852984,"Once upon a time, there was a powerful man who loved to walk. Every day, he would spend hours walking through the fields and forests around his house. He loved feeling the sun on his face and the breezes through his hair. One day, while he was walking, he saw a beautiful, purple flower. He was so happy he decided to spend the rest of the day looking for more flowers to pick. He found so many beautiful blossoms in all shapes and sizes, and it made him feel so powerful. At the end of the day, the man gathered all of his flowers and contentedly walked home to show them off to his family.",4,591
1854552,"Once there was a boy who was very sad. He felt very miserable. One day, he went out for a walk. He looked up in the sky and saw some birds flying. He looked down and saw a dolphin in the water. He was so excited to find the dolphin. He waded into the water and swam with the dolphin. He felt much better after that, and he was no longer so miserable. The end.",0,359
896328,"Tom and Ann liked to drive the mule cart. The mule was big and brown and had long ears. He was not fast, but he was strong and good. He could pull the cart with Tom and Ann and their toys and snacks.

One day, Tom and Ann wanted to drive the mule cart to the park. They asked their mom and dad if they could go. Mom and dad said yes, but they had to be careful and stay on the path. Tom and Ann said okay and got ready. They put on their hats and shoes and packed their toys and snacks. They went to the barn and got the mule and the cart.

They drove the mule cart out of the barn and onto the path. They said hello to the birds and the flowers and the trees. They sang songs and played games and ate snacks. They had a lot of fun.

But then, they saw a big hole in the path. It was very deep and wide and dark. Tom and Ann did not see it until it was too late. The mule tried to stop, but he could not. The cart went into the hole and tipped over. Tom and Ann fell out and rolled on the ground. The mule was stuck in the hole and could not get out. He made a loud noise.

Tom and Ann were scared and sad. They had a terrible fall. They hurt their knees and elbows and heads. They lost their toys and snacks. They cried for help.

Mom and dad heard them and came running. They saw the hole and the cart and the mule and Tom and Ann. They were worried and angry. They helped Tom and Ann get up and checked them for cuts and bruises. They gave them hugs and kisses and band-aids. They said they were sorry and glad they were okay.

They also helped the mule get out of the hole. They used a rope and a pulley and a lot of strength. They pulled and pulled and pulled until the mule was free. They checked him for injuries and gave him water and hay. They said he was brave and good.

They also fixed the cart and got the toys and snacks. They said they were lucky and thankful. They said they had to go home and rest and clean up. They said they had to be more careful and watch out for holes. They said they had to drive the mule cart safely and slowly.

Tom and Ann said they were sorry and ashamed. They said they did not mean to drive the mule cart into the hole. They said they did not see it and it was an accident. They said they loved the mule and the cart and mom and dad. They said they would be more careful and watch out for holes. They said they would drive the mule cart safely and slowly.

Mom and dad said they forgave them and loved them. They said they were proud of them for being honest and brave. They said they could drive the mule cart again, but only with their permission and supervision. They said they hoped they learned their lesson and had fun.

Tom and Ann said they did and they would. They said they were happy and grateful. They said they wanted to drive the mule cart again, but only with mom and dad and on the path. They said they had a terrible fall, but a good day. They said they liked to drive the mule cart. The mule said he did too.",6,2972
1984686,"One day, a little boy named Tim went for a walk. It was a gloomy day, but Tim was happy. He loved to listen to the rain. As he walked, he saw a big cone on the ground. ""Wow, a cone!"" Tim said.

Tim picked up the cone and ran home. He wanted to show it to his mom. When Tim got home, he said, ""Mom, look! I found a cone!"" His mom smiled and said, ""That's a nice cone, Tim. What do you want to do with it?""

Tim thought for a moment. He decided to use the cone to listen to the rain. He put the cone to his ear and went back outside. The rain sounded even better with the cone. Tim was very happy with his new toy.",9,612
711737,"Lily and Tom were playing in the garden. They liked to pretend they were brave explorers. They had a tent, a map and a flashlight. They were looking for treasure.

But then they smelled something bad. They saw smoke and fire in the house. They were scared. They ran to the tent and grabbed the flashlight. They needed to escape.

They followed the map to the back gate. They opened it and ran to the street. They saw a big red truck with a loud siren. It was a fire truck. They waved to the firemen. The firemen saw them and smiled. They were safe.

The firemen put out the fire. They told Lily and Tom that they were very brave and smart. They gave them shiny badges and hats. They said they were brilliant explorers. Lily and Tom were happy. They hugged the firemen and thanked them. They had a new adventure.",6,811
355658,"Tom and Mia were playing in the kitchen. They liked to pretend they were chefs and make yummy food. They saw a big green fruit on the counter. It was an avocado.

""Let's make guacamole!"" Tom said. He picked up the avocado and tried to cut it with a plastic knife. But the avocado was too hard and the knife was too soft. He pushed and pushed, but nothing happened.

""Let me try!"" Mia said. She took the avocado and the knife from Tom. She pushed and pushed, but nothing happened either. She got angry and threw the avocado on the floor. It rolled and rolled until it hit the table leg. Then it split open and showed its soft green inside and its big brown seed.

""Wow!"" Tom and Mia said. They ran to the avocado and picked up the halves. They saw the seed was enormous. It was bigger than their hands. They wanted to play with it.

""Look, I can balance it on my head!"" Tom said. He put the seed on his head and stood still. He looked very funny.

""Look, I can balance it on my nose!"" Mia said. She put the seed on her nose and tilted her head. She looked very silly.

They laughed and laughed. They balanced the seed on their elbows, their knees, their feet. They had so much fun. They forgot about the guacamole. They forgot about the mess. They only cared about the enormous avocado seed.",6,1290
1190286,"Once there was a country that was very wide. It was full of lots of people who all had something to do. They all went to work each day.

One day they all had something special to do. They worked very hard and changed the whole country. The country looked different and now it was even wider!

Everyone was very happy and excited to see the changes. They celebrated together and thanked all the workers for their hard work.

From then on, everyone continued to work hard to make the country even wider. They all worked together and the country kept getting bigger and bigger.

It was wonderful to see such a wide country! Everyone was very proud.",0,645
1405881,"One night, Sarah was outside gazing up at the night sky. It was a beautiful sight! She could see millions of stars floating above and was enthralled by them. Suddenly, a fierce gust of wind blew, and Sarah stumbled back a few steps. She looked ahead and saw a valley stretching before her. She had never seen anything so large in her life! Sarah was determined to explore it, so she took a few steps down the path.

As she made her way down the valley, Sarah heard a loud growl. She froze in place and looked around, trying to figure out where the noise was coming from. A fierce lion stepped out from behind the trees! Sarah gulped and slowly backed away. The lion seemed even more intimidating in the night, but Sarah slowly gathered her courage and spoke.

""Why are you here?"" she said to the lion.

The lion stopped and looked right at Sarah. It was very still, so still that Sarah thought it wasn't real. Eventually, the lion lowered its head, letting out a deep sigh.

""I want to explore this valley too,"" it said in a low tone. 

Sarah smiled. She took a few steps closer to the lion and said, 

""Then let's explore together!"" and with that the two of them began their journey through the valley.",1,1203
391694,"Lily and Tom were friends who liked to play outside. They liked to run, jump, and roll on the grass. One day, they saw a big hill near their house. They wanted to climb it and see what was on the other side.

They asked their moms if they could go to the hill. Their moms said yes, but they had to be careful and stay together. Lily and Tom agreed and ran to the hill. They started to climb, but it was hard. The hill was steep and rocky. They had to hold on to each other and help each other.

As they climbed, they saw many things. They saw birds, flowers, and bugs. They saw the sun, the clouds, and the sky. They saw their house, their yard, and their street. They were happy and excited. They wanted to reach the top.

But when they were almost there, they saw something else. They saw a big snake on the hill. It was black and shiny. It had sharp teeth and a long tongue. It looked at them and hissed. They were scared and shocked. They wanted to run away.

But they could not. The snake was blocking their way. They had no place to go. They were trapped on the hill. They did not know what to do. They cried and screamed. They hoped their moms would hear them and come to save them.

But their moms did not hear them. They were too far away. They did not know their children were in danger. They thought they were having fun on the hill. They did not know there was a snake on the hill.

Lily and Tom felt alone and helpless. They felt sad and sorry. They wished they had listened to their moms and been more careful. They wished they had not gone to the hill. They wished they had stayed home and played safely.

They hugged each other and prayed. They hoped the snake would go away and leave them alone. They hoped they would be okay and see their moms again. They hoped they would learn from their mistake and be more wise.

The snake saw them hug and pray. It saw their fear and sorrow. It felt their love and hope. It felt something else too. It felt sorry and ashamed. It did not want to hurt them. It did not want to be mean. It wanted to be kind and good.

It moved away and let them pass. It slithered down the hill and hid in the bushes. It did not hiss or bite. It did not look or follow. It let them go and be free.

Lily and Tom saw the snake move and let them pass. They saw their chance and took it. They ran down the hill and back to their house. They did not stop or look back. They ran as fast as they could.

They reached their house and saw their moms. They hugged them and told them what happened. They said they were sorry and thanked them. They said they were lucky and grateful. They said they were sorry and learned.

Their moms hugged them and kissed them. They said they were glad and relieved. They said they were proud and happy. They said they loved them and forgave them. They said they were wise and brave.

Lily and Tom smiled and hugged their moms. They felt safe and loved. They felt happy and good. They felt wise and brave. They learned a lesson and a value. They learned to be careful and kind. They learned to hug and hope.",6,3069
985110,"Once upon a time, a little girl named Lily had a pony. The pony was very helpful and always made her happy. One day, Lily's friend came to visit and asked if she could ride the pony. Lily agreed and they went for a ride together.

After a while, Lily's friend said she wanted to spend more time with the pony and didn't want to give it back. Lily got upset and said she needed the pony back. Her friend refused and they started arguing.

Suddenly, the pony got scared and ran away. Lily and her friend tried to catch the pony but it was too fast. They searched for hours but couldn't find it. Lily was very sad and wished she never let her friend ride the pony.",2,661
1301993,"Tara and Tom were fish who lived in a big reef. They liked to swim and play with their friends. One day, Tara saw a shiny thing in the sand. She wanted to have it.

""Look, Tom, a shiny thing!"" she said. ""Can you lend me your shell to dig it out?""

Tom had a big brown shell that he used to dig and hide. He liked his shell very much. He did not want to lend it to Tara.

""No, Tara, this is my shell. You can find your own shiny thing,"" he said.

Tara was sad. She tried to dig with her fins, but it was hard. She wished Tom would share his shell with her.

While Tara was digging, a big shark came near the reef. He saw the fish and wanted to eat them. He opened his mouth and swam fast.

""Help, help, a shark!"" the fish shouted. They tried to swim away or hide in the reef.

Tom saw the shark too. He was scared. He wanted to hide in his shell, but he saw Tara still digging in the sand. She did not see the shark.

""Quick, Tara, come here!"" he said. He swam to her and gave her his shell. ""Hide in this shell. It will keep you safe.""

Tara was surprised. She took the shell and hid inside. She thanked Tom for lending her his shell.

The shark came closer. He saw Tom and tried to bite him. But Tom was fast and smart. He swam around the shark and made him dizzy. Then he swam back to the reef and hid with Tara and the other fish.

The shark was angry. He could not catch any fish. He gave up and swam away.

The fish were happy. They cheered for Tom and Tara. They said Tom was brave and kind.

Tom was happy too. He learned that sharing was good. He said sorry to Tara for being mean. He said she could keep the shiny thing.

Tara was happy too. She learned that digging was hard. She said thank you to Tom for saving her. She said she would share the shiny thing with him.

They hugged and smiled. They were good friends. They lived happily in the reef.",6,1859
942211,"Once upon a time, there was a little bee called Buzz. Buzz loved to dress up and show off his clothes to all his friends in the hive. His friends used to give him compliments and Buzz loved the attention.

One day, Buzz was getting ready to dress up and his friends told him about a competition. Buzz was very excited and he decided to join. He went to his room to pick out the perfect outfit for the competition.

Buzz carefully chose his clothes and couldn't wait to impress everyone. When he arrived at the competition, he saw that some of the other bees looked very competitive. Buzz was starting to feel a bit scared, but he slowly calmed himself down.

As he entered the arena, all eyes were on him. Everyone gasped when they saw the amazing outfit he was wearing. Despite feeling a bit nervous, Buzz did his best and showed off his moves. The competition was soon over and when the results were announced, everyone was shocked to discover that Buzz had won first place! 

Buzz was so proud of himself. His friends cheered him on as he made his way back home. As he returned to his hive, everyone was so impressed with his win. Even though the competition was competitive, Buzz was able to dress his way to the top.",4,1221
835211,"Once upon a time, there lived a healthy squirrel. He lived in a big, dark forest and enjoyed running around on the soft grass. Every day he ate yummy berries and nuts, and he never did any bad things. He was a very happy squirrel.

One day, the squirrel found a soft, old tree trunk in the forest and he thought it was a great place to rest. After a while, he felt sleepy and he decided to have a nap inside it. Unfortunately, he didn't know that a nasty creature had left some rotten food inside the same tree trunk!

The food began to rot and make a bad smell. The squirrel was so unhappy when he woke up and smelled the stinky food! He quickly ran out and went back to his comfortable house.

From that day on, the healthy squirrel was much more careful. He knew to look inside a tree trunk before he goes to sleep, just in case there was something bad inside!",4,863
618047,"Once there was a big wolf. The wolf loved to play with his friends. One day, the wolf met a new friend. This new friend was a small, ignorant bird who did not know much about the world.

The wolf said to the bird, ""Let's go play near the river!"" The bird was happy and said, ""Okay, let's go!"" They played and had lots of fun. But the bird did not know that the river could be dangerous.

One day, while they were playing near the river, the bird fell in the water. The wolf saw this and knew he had to help his friend. He jumped into the river and saved the bird. The bird thanked the wolf and said, ""You are a good friend. I love you.""

From that day on, the wolf and the bird were best friends. They played together every day and the wolf taught the bird many things about the world. The bird was no longer ignorant and they both lived happily ever after.",8,857
102447,"Once upon a time, there was a little girl named Lily. She loved to make pancakes with her mom every Sunday morning. One day, her mom brought home a big bag of blueberries. Lily was so excited to add them to their pancakes.

As they started to mix the pancake batter, Lily's mom asked her to stir it up really well. Lily stirred and stirred until the batter was nice and smooth. Then, her mom added the blueberries and they stirred again.

The blueberries made the batter turn a beautiful shade of purple. Lily couldn't wait to taste them. As they cooked, the pancakes started to make a noisy sizzling sound. Finally, they were ready to eat. Lily took a big bite and it was so delicious! From then on, every Sunday they made blueberry pancakes and stirred the batter together.",2,775
193834,"Once upon a time a fat bear named Fred was walking through the forest. The sun was shining brightly, so he saw that the forest was filled with light. Suddenly, Fred heard a noise coming from a bush beside him. He was scared, but he decided to look inside.

From the bush emerged a small mouse. The mouse asked Fred, â€œCan I trust you?â€
Fred replied, â€œYes, of course!â€
The mouse then said, â€œThank you! Can you help me find some food? Iâ€™m very hungry.â€

Fred smiled and said, â€œSure! Follow me.â€ Fred led the mouse to a pile of nuts and berries. The mouse was so happy! He thanked Fred and began to eat.

Fred and the tiny mouse became friends and they would explore the forest together whenever Fred had time. Fred taught the mouse how to find food and how to stay safe. The mouse trusted Fred and followed him wherever he went.

The little mouse was so grateful that he found someone he could trust. He thanked Fred often and they would always end the day by watching the setting sun together.",8,1005
1026944,"Mom and Dad were looking at a picture. It was a special picture called an x-ray. Mom explained that the doctor took the x-ray to help her understand why Mom didn't feel well. Dad said the x-ray showed the doctor if anything was wrong inside. 

Mom and Dad were very happy that the picture was available. It showed the doctor what was inside and the doctor could explain to Mom and Dad what was wrong. The doctor said it was just a sore throat and he gave Mom and Dad some medicine. 

Mom and Dad were so glad that the x-ray was available. It made them feel better to know what was wrong and to know that the doctor could help.",9,626
1992866,"Once upon a time, there was a little girl and she liked to be very adventures. She liked to explore and find things that were new and fun. One day, when she woke up, she saw a ball of yarn. She picked it up and gave it a squeeze and thought it felt nice and soft.

She decided it would be an adventure to try and find out where the yarn had come from. She got her shoes and ran outside but she didn't know where to start looking.

Just then, she noticed a nice fluffy cat in the garden and she had an idea. She ran up to the cat and asked, ""Oh kitty, do you know where my yarn came from?""

The cat had heard this question before and it smiled. ""Go and follow the path in the forest and you will find who gave you the yarn!"" it said.

The little girl was excited and thanked the cat. She grabbed her yarn and followed the path until she came to a big old house. Inside, she met a kind-hearted old lady who told her all about the special yarn she had been given. 

The kind old lady said it was special because it had been made by her mother, who was a very creative and adventurous woman. She said her mother used to spin yarn and make things out of it.

The little girl thanked the kind old lady and hugged the special yarn she had been given. She went home",1,1257
305463,"Tom liked to play with his parrot, Polly. Polly was a big bird with many colors. She could talk and say funny things. Tom taught her to say ""Hello"" and ""Cracker"" and ""I love you"".

One day, Tom wanted to show Polly to his friend, Sam. He put Polly in a cage and took her outside. He saw Sam in the park and ran to him. He forgot to close the cage door.

""Look, Sam, this is my parrot, Polly. She can talk. Say hello, Polly,"" Tom said.

But Polly did not say hello. She saw a big tree with many fruits. She wanted to eat them. She flew out of the cage and went to the tree.

""Come back, Polly, come back!"" Tom shouted. He ran after her.

Sam followed him. He saw Polly on a branch. She was eating a fruit. She looked happy.

""Tom, be careful. That tree is not safe. There are snakes in it,"" Sam said.

But Tom did not listen. He was foolish. He wanted to get Polly back. He climbed the tree. He reached for Polly.

""Step back, Tom, step back!"" Sam warned.

But Tom did not step back. He stepped on a snake. The snake bit him. It hurt a lot. Tom screamed. He fell from the tree. He hit his head. He did not move.

Sam ran to him. He called for help. But it was too late. Tom was gone.

Polly saw what happened. She felt sad. She flew back to the cage. She said, ""I love you, Tom. I love you."" But Tom did not hear her. He did not say anything. He was gone.",6,1354
1910153,"Once upon a time, there was a tidy little house. In this house lived a girl named Amy. Amy liked to measure things. She measured her toys, her bed, and even her cat.

One day, Amy wanted to measure the biggest thing she could find. She went outside and saw a big tree. Amy tried to measure the tree, but it was too big! She asked her mom for help. Her mom thought for a moment and then had an idea.

Together, they used a long rope to measure the tree. They put the rope around the tree and pulled it tight. Then, they measured the rope. The result was that the tree was very big! Amy was so happy she could measure the tree. From that day on, Amy and her mom measured many things and had lots of fun.",1,701
1738291,"Once upon a time, there was a little frog named Freddy. Freddy lived in a pond with his frog friends. One day, Freddy saw a butterfly in trouble. The butterfly's wing was broken and she couldn't fly. Freddy knew he had to rescue her.

Freddy hopped over to the butterfly and asked what was wrong. The butterfly explained that she couldn't fly because her wing was broken. Freddy knew just what to do. He hopped over to a nearby flower and picked a leaf. He brought the leaf back to the butterfly and gently placed it under her wing. The leaf acted like a bandage and helped the butterfly's wing heal.

The butterfly was so grateful to Freddy for rescuing her. She thanked him and flew away. Freddy felt happy that he was able to help his new friend. From that day on, Freddy knew that he could be a hero and rescue anyone in need.",4,830
815520,"Once upon a time there was a little girl. She had a special pen that she liked very much. Every day she drew pictures with it.

One day she was trying to draw a picture when her pen ran out of ink. She was sad! She wanted to draw more pictures.

Then, her mommy gave her a new pen. It was a better pen. It was nice and comfortable.

The little girl was very excited. She played with her pen all day and drew lots of beautiful pictures. She was so happy!

Then, suddenly, it was time to quit. So the little girl put away her pen and went to bed. The next day she could play with it again.",1,587
1610522,"Once upon a time, there was a big house. In the house, there was a family.

One day, the family was in the living room. They saw something outside the window. It was a deer! The deer had big ears. 

The family went outside to take a closer look. The deer showed them its neck. The deer was deaf! It could not hear anything.

The family smiled and gave the deer a treat. The deer happily ate the treat and then ran away. The family was so happy to have seen the deer.",8,466
2073568,"Once upon a time, there was a little girl named Lily. She loved to walk on the path in the forest near her house. One day, she saw a squirrel and followed it deep into the woods. 

Suddenly, she realized she was lost and couldn't find her way back. She felt troubled and started to cry. A kind old man heard her crying and came to help her. 

""Let's go back to your house,"" he said. But when they got there, they found that someone had locked the door. They couldn't get in. Lily cried even harder because she was scared and didn't know what to do. 

The old man tried to help, but it was too late. The sun was setting and Lily's parents had gone out looking for her. They found her crying outside the locked house. They were so happy to see her, but they were also sad because they knew they had forgotten to unlock the door before they left.",2,843
1676265,"Once there was an urge to explore. So a thin navy boat set out in search for adventure.

The boat floated on top of the blue water, rockin' from side to side. With the sun shining, the boat moved further and further away.

Soon, the crew spotted a large island in the distance. They steered to get closer and closer until they reached the shore.

As they stepped off the boat, they noticed the ground was soft and the sand was as white as snow. There were caves and mountains, with tall trees and colourful birds. 

The crew took a deep breath and began to explore. They stumbled upon an exotic garden, full of all sorts of strange plants and animals. With excitement, they continued to venture further. 

But after a while, it was time to go so the crew climbed back onto the boat. Off they sailed, back to their own home, with wonderful stories to tell about their journey.",0,875
1023344,"Once upon a time, there was a little girl named Sarah. She was three years old. Her days were filled with fun things like playing and reading stories. Every night, Sarah's parents would put her to bed early. Before going to sleep, they would turn on the television.

Sometimes, the television showed cartoons. Sarah loved the colorful characters and silly stories. Other times it showed news. Sarah thought these stories were weird but she still watched them.

When the news was on, Sarah's parents would talk about news stories. They often said that it was important to be healthy. This made Sarah happy. She liked to eat healthy food and play outside.

Sarah's parents were delighted when they realized how much she understood. They were amazed that she knew the importance of being healthy!

Every night, Sarah went to bed with a happy heart. She knew she was doing the best she could to stay healthy.",2,904
618959,"Once upon a time, there was a tree that was growing very slowly. The tree was very delicate, so it had to be taken care of very carefully.

One day, a child decided to take on the challenge of helping the tree grow. ""What can I do to help it grow?"" asked the child. 

The tree, in a scratchy voice, said ""You must water me every day."" The child agreed, and over time, the tree started to grow. 

The task was delicate, but the child kept on taking great care of the tree. As time went by, the tree grew even bigger and the child grew even more proud of their work. 

Finally, the tree became so big that it was the biggest tree in the park! All the other children were very impressed by the child's work. Everyone was excited, and the child was even more proud of their accomplishments. 

The end.",4,797
