label,text,text_length,text_selection_strategy,text_selection_info,similar_story_1,similarity_score_1,story_1_length,similar_story_2,similarity_score_2,story_2_length,similar_story_3,similarity_score_3,story_3_length
Hair,"Yes, washing his hair is complicated. Plus, he's not independent; he needs a lot of encouragement to wash. For example, water on his back or cutting his hair—these things are very difficult. It's always the same person, and it requires a lot of patience. I think it's because he can't see; he can't process the information the same way.",336,first,first of 2,"John worked hard everyday. He was always thoughtful for everyone and tried his best to manage the chores around the house. One day, his mom asked him to fix the faucet, which was broken. He was a bit scared, since he had never fixed a faucet before.

John worked hard and carefully tried his best to manage the faucet. He asked for help from his dad, who gave him some tips on how to fix it. After some effort, he finally managed to fix it! 

John was so happy and proud of himself. Everyone was very impressed and thanked John for being so thoughtful and brave. Even his mom said he was a real hero!",0.2801,600,"Once upon a time, there was a little girl named Lily. She had long hair that was always tangled. Her mom would comb it every day, but Lily didn't like it. She was curious about what would happen if she didn't let her mom comb her hair.

One day, Lily went outside to play. It was a sunny day, and she ran around the park with her friends. But then, it started to rain. Lily didn't want to go home yet, so she stayed outside and played in the rain. When she came home, her hair was all wet.

Her mom tried to comb it, but it was too tangled. Lily was upset because she didn't like the feeling of her hair being wet and tangled. She learned her lesson and promised to always let her mom comb her hair from then on.",0.2666,712,"Alice trying to join her friends, but she couldn't because of her poor haircut. It wasn't the same as her friends. They all had long, pretty hair, but Alice's hair was so short! She was so sad, so she decided to go to the salon. 

The salon was full of people getting their hair cut. Alice watched as each one of them left with a new, beautiful haircut. Alice was so excited! She waited her turn, and soon it was her turn. 

The stylist made Alice's hair look amazing. She felt so happy! Now she could join her friends with her new haircut. She gave the stylist a great big hug and went outside feeling proud!",0.217,609
Temperature sensations,"It's difficult. I remember once we took him to the ENT. The doctor put something in his ear that felt cold to us. It's related to this battery thing; I don't know what it is. But he screamed, ""It burns."" Maybe he felt a warmth that we didn't feel.",247,first,first of 2,"Ben was bored. He did not like to stay in his room. He wanted to go out and play. But Mom said no. She said it was too cold and wet. She gave him a book and a toy car. But Ben did not want to read or play with the car. He wanted to do something else.

He looked around his room. He saw a drawer. He opened it. He saw a shiny thing. It was a key. He picked it up. He wondered what it was for. He looked at the door. He saw a hole. He walked to the door. He put the key in the hole. He twisted it.

He heard a click. He turned the knob. He opened the door. He saw the hall. He smiled. He ran out of his room. He wanted to explore. He did not know that the key was for his room. He did not know that he locked himself out. He did not know that Mom would be angry. He only knew that he was not bored anymore.",0.3169,804,"One day, a little boy named Tim went to play outside. It was winter and very icy. He put on his warm coat, hat, and gloves. Tim loved to play in the snow and make snowballs.

Tim saw his friend, Sue, playing in the snow too. They decided to have a snowball fight. They threw snowballs at each other for a minute. Tim was having so much fun!

But then, Tim slipped on the icy ground. He felt embarrass because he fell in front of Sue. Sue came over to help him up. She told him it was okay and that everyone falls sometimes. They laughed and continued to play in the snow, having a great time.",0.3016,592,"Once there was a silly bear. He wanted to take a bath, but he did not know how. He looked around and saw a bench in the park. He thought that maybe if he jumped in the water he could bathe.

So he went to the bench. He tried to climb up on the bench but it was too slippery so he fell back in the grass. He tried again and this time he made it. He jumped off the bench and into the water. At first it was cold but soon it felt nice. He splashed himself all over and when he was done, he was squeaky clean.

He stepped out of the water and shook off all the water from his fur. Then he hopped back up on the bench and smiled. He was so happy he had figured out a way to bathe!",0.2945,675
Sole of the foot sensitivity,"My son used to walk on his tiptoes all the time, and he screamed when he stepped on soft sand. However, he handled hard sand better. He walks less on his tiptoes now, but it comes back when we try to make him walk outside or in the house.",238,first,first of 4,"Once there was a little boy named Tom. Tom wanted motion, so he went outside to play. He ran and skipped around the yard and then lay down in the grass. Tom watched the clouds drift by and heard the birds chirping. He wanted to fly like them, so he jumped up and flapped his arms, trying to make a motion like the birds.

Tom heard a sound and his alert ears perked up. He peered through the trees and saw a squirrel running around, gathering food. Tom wanted to join in the motion and scurried after it. He wasn't fast enough and the squirrel zipped away, leaving Tom in its wake.

Still, Tom wanted motion. He ran around the yard, laughing and jumping and twirling in the sunlight. Tom felt the motion of the world around him, and he knew he was alive. He laughed and let his happy spirit flourish in the bright day. He thanked the world for the motion and kept ever-alert to the little creatures of the forest.",0.336,913,"Once upon a time, there was a brave boy named Timmy. Timmy loved to build things with his hammer. He would hit the nails with his hammer and make big structures. One day, Timmy was building a treehouse when he saw a little bird. The bird was scared and didn't know what to do.

Timmy knew he had to yield and be careful not to scare the bird. He put down his hammer and slowly approached the bird. He spoke to the bird in a soft voice and offered it some crumbs. The bird felt safe with Timmy and ate the crumbs.

From that day on, Timmy and the bird became friends. Timmy would bring the bird food and the bird would sing for Timmy. Timmy was happy to have a new friend and he learned that sometimes you need to yield and be gentle to make new friends.",0.3195,753,"Once there was a silly bear. He wanted to take a bath, but he did not know how. He looked around and saw a bench in the park. He thought that maybe if he jumped in the water he could bathe.

So he went to the bench. He tried to climb up on the bench but it was too slippery so he fell back in the grass. He tried again and this time he made it. He jumped off the bench and into the water. At first it was cold but soon it felt nice. He splashed himself all over and when he was done, he was squeaky clean.

He stepped out of the water and shook off all the water from his fur. Then he hopped back up on the bench and smiled. He was so happy he had figured out a way to bathe!",0.2982,675
Clothing,"He hates being oppressed and having multiple layers on him. So it's a t-shirt, and just one, plus the jacket. It's not easy.",124,first,first of 2,"Once upon a time, there was a little boy named Tim. Tim loved to play with his toys, but sometimes he didn't behave well. One day, Tim found a bottle of glue. He didn't know what it was, but he thought it was fun to play with.

Tim took the glue and started to put it on his toys. He put glue on his teddy bear, his cars, and even his favorite ball. His mom saw what he was doing and said, ""Tim, you must behave. Glue is not for playing. It can make a big mess and hurt your toys.""

Tim felt sad that he didn't behave well. He didn't want to hurt his toys. So, he listened to his mom and stopped playing with the glue. From that day on, Tim learned to behave and be more careful with his things. And they all lived happily ever after.",0.2627,734,"Once upon a time, there was a little girl named Lily. She had a furry cat named Mittens. Mittens was very soft and cuddly.

One day, Lily wanted to go outside and play in the snow. But her mommy said it was too cold and she needed to wear a warm coat. Lily didn't want to wear a coat because she thought it was too big and bulky. 

Mommy said she could go outside, but only if she wore a coat. Lily didn't like it, but she knew mommy wouldn't permit her to go outside without one. So, she put on her coat and went outside to play in the cold, snowy day with her furry cat, Mittens.",0.2496,581,"Once upon a time, there was a little boy named Timmy. Timmy loved to build towers with his blocks. One day, he decided to build the tallest tower he had ever made. He worked slowly and carefully, stacking the blocks one by one.

While Timmy was building, his mom asked him if he wanted a potato for lunch. Timmy said yes and went back to building his tower. He was so focused on his tower that he didn't notice when his mom brought him the potato.

Finally, Timmy finished his tower and was very proud of himself. But then, he saw that his potato was cold and mushy. He realized that he had been so focused on building his tower that he forgot about his lunch. Timmy learned that it's important to take things slow and pay attention to everything around you, even when you're building something fun.",0.2475,799
Physical contact,"There was this sensory issue with touch because she cried all the time, and when we held her, she was stiff. I didn't really understand what was happening.",155,first,first of 5,"Once upon a time, there was a little girl named Lily. She had a favorite cloth she always carried with her. It was soft and pink, just like her favorite color. One day, Lily lost her cloth and she felt very sad. She looked everywhere for it but couldn't find it.

Lily's mom noticed how sad she was and gave her a big hug to comfort her. She told her they would look for the cloth together. They searched high and low until they found it under the bed. Lily was so happy she hugged her mom and her cloth tightly.

From that day on, Lily never let her cloth out of her sight. She felt happy knowing it was always with her. And whenever she felt sad, she would hold her cloth close and her mom would comfort her with a warm hug.",0.4998,726,"Once upon a time, there was a cat named Mittens. Mittens was very curious and liked to examine everything she saw. One day, she saw a ball high up on a shelf and wanted to play with it. But she couldn't reach it.

Mittens decided to ask her friend, the dog, for help. ""Can you please help me get the ball? It's too high for me,"" she meowed. The dog agreed and lifted Mittens up so she could grab the ball.

After playing with the ball for a while, Mittens felt tired and wanted a massage. She went to her owner and rubbed against their legs, meowing for a massage. The owner gave Mittens a nice massage and soon she fell asleep, dreaming of all the things she could examine and play with tomorrow.",0.3956,697,"Once upon a time, there was a lovely cat named Mittens. Mittens was very happy and loved to play with her toys all day long. One day, while playing with her ball, she accidentally stepped on a spike and started to suffer in pain. 

Mittens meowed loudly and her owner quickly came running to see what was wrong. The owner saw the spike in Mittens' paw and gently removed it. Mittens felt much better and purred with happiness. 

From that day on, Mittens was more careful when playing with her toys and always made sure to watch out for any spikes. She still loved to play, but now she knew to be more careful. And whenever she saw a spike, she would run away so she wouldn't suffer again.",0.3935,689
Light touch,But what was problematic was the face. Any light touch or contact with his skin was difficult.,94,first,first of 1,"Once there was a silly bear. He wanted to take a bath, but he did not know how. He looked around and saw a bench in the park. He thought that maybe if he jumped in the water he could bathe.

So he went to the bench. He tried to climb up on the bench but it was too slippery so he fell back in the grass. He tried again and this time he made it. He jumped off the bench and into the water. At first it was cold but soon it felt nice. He splashed himself all over and when he was done, he was squeaky clean.

He stepped out of the water and shook off all the water from his fur. Then he hopped back up on the bench and smiled. He was so happy he had figured out a way to bathe!",0.2601,675,"One day, a little boy wanted to eat some delicious food. He went to get his fork from the kitchen drawer but his mom said no. She said it was too deep for him. He decided to reach his hand inside the drawer and grab the fork.

But the drawer was too deep and he couldn't reach. He started to cry. He wanted the fork so badly. Suddenly, his mom came over and said she was sorry. She had made a mistake and he could have the fork.

The little boy was so happy, but soon he started to regret his decision. He had found out the hard way that you should always listen to your mom!",0.2551,575,"One night, John was very scared in bed. He was 3 years old and he was all alone. He heard strange noises outside his room and he wanted to go to toilet. He decided to bravely go outside to find the toilet. He slowly walked down the stairs, but suddenly he realized something was wrong. The lights were on in the living room, but there wasn't anyone there. 
John was scared but he didn't want to turn back. He wanted to find the toilet. He quickly ran towards the kitchen, but suddenly he saw something that made him very scared.

John saw a big, black monster in the corner of the kitchen. He gasped and he quickly ran away. He ran back upstairs to his bedroom and locked the door. In the morning when his parents returned home, he told them what had happened. They realized that the monster he had seen must have been a burglar! John was very relieved that there was no big, scary monster.",0.2251,890
Sensation seeking (touch),"But it's true that mine, who couldn't stand caresses, discovered a sheepskin. You know, the famous sheepskin they sell at ***[store name], very soft. It was perfect, amazing. And precisely, it's his hyper side. He sought it out more.",233,first,first of 2,"One day, a little sheep went to play with her friends. They wanted to act in a play. The sheep was very happy. She put on a smooth, soft dress to look nice.

In the play, the sheep acted like a queen. She wore a pretty crown on her head. Her friends clapped and cheered. The sheep felt very special.

At the end of the play, the sheep and her friends had a big party. They ate yummy cake and danced. The sheep had lots of fun acting and playing with her friends.",0.3837,462,"Once upon a time, in a small house, there lived a clumsy cat named Fluffy. Fluffy loved to play with her favorite blanket. One day, Fluffy could not find her blanket anywhere. She looked under the bed, behind the door, and even in the kitchen. But her blanket was gone.

Fluffy asked her friend, the dog named Spot, ""Did you see my blanket?"" Spot shook his head and said, ""No, Fluffy. I did not find your blanket. Let's look for it together."" So, Fluffy and Spot went on a search to find the missing blanket.

They looked in the garden, behind the trees, and even in the bird's nest. Finally, they found the blanket on the clothesline. Fluffy was so happy, and she said, ""Thank you, Spot!"" From that day on, Fluffy and Spot became the best of friends, and they always helped each other find things they had lost.",0.3573,812,"Once upon a time, there was a cat named Mittens. Mittens was very curious and liked to examine everything she saw. One day, she saw a ball high up on a shelf and wanted to play with it. But she couldn't reach it.

Mittens decided to ask her friend, the dog, for help. ""Can you please help me get the ball? It's too high for me,"" she meowed. The dog agreed and lifted Mittens up so she could grab the ball.

After playing with the ball for a while, Mittens felt tired and wanted a massage. She went to her owner and rubbed against their legs, meowing for a massage. The owner gave Mittens a nice massage and soon she fell asleep, dreaming of all the things she could examine and play with tomorrow.",0.3533,697
Pain sensations,"For ***[child's name], since he does mountain biking, he's fallen several times. He gets blisters. The other day, he was showering, and he had big, bleeding blisters that had burst. I noticed and asked, ""Doesn't that hurt?"" And he didn't feel the pain. Even when he was little, he'd often fall and not react. I thought he was tough. But yes, children with autism struggle to react to and communicate their pain, so that's also a problem—they don't say what they feel.",467,first,first of 2,"One day, a little boy named Tim went to play outside. It was winter and very icy. He put on his warm coat, hat, and gloves. Tim loved to play in the snow and make snowballs.

Tim saw his friend, Sue, playing in the snow too. They decided to have a snowball fight. They threw snowballs at each other for a minute. Tim was having so much fun!

But then, Tim slipped on the icy ground. He felt embarrass because he fell in front of Sue. Sue came over to help him up. She told him it was okay and that everyone falls sometimes. They laughed and continued to play in the snow, having a great time.",0.337,592,"One day, a little boy named Tim went outside to play. The sun was shining bright and warm. Tim saw a big, dangerous rock near his play area. He thought, ""I should be careful near that rock.""

Tim's friend, Lily, came over to play. They ran around and laughed. But then, Tim tripped on the dangerous rock and fell down. He started to cry. His pants had a big tear in them.

Lily said, ""Oh no, Tim! Your pants have a tear!"" Tim looked at his pants and saw the tear. He was sad. But then, Tim's mom came out and said, ""Don't worry, Tim. I can fix your pants. Now you know to be careful near the dangerous rock."" Tim and Lily smiled and went back to playing, being careful near the rock.",0.2964,683,"Once upon a time, there was a little boy named Tim. Tim loved to play with his toys, but sometimes he didn't behave well. One day, Tim found a bottle of glue. He didn't know what it was, but he thought it was fun to play with.

Tim took the glue and started to put it on his toys. He put glue on his teddy bear, his cars, and even his favorite ball. His mom saw what he was doing and said, ""Tim, you must behave. Glue is not for playing. It can make a big mess and hurt your toys.""

Tim felt sad that he didn't behave well. He didn't want to hurt his toys. So, he listened to his mom and stopped playing with the glue. From that day on, Tim learned to behave and be more careful with his things. And they all lived happily ever after.",0.2758,734
Texture sensitivity,"For my daughter, touch is an issue. She explained that sometimes touching certain surfaces stresses her. But she knows which surfaces to turn to for comfort.",157,first,first of 3,"Once upon a time, there was a little girl named Lily. She had a favorite cloth she always carried with her. It was soft and pink, just like her favorite color. One day, Lily lost her cloth and she felt very sad. She looked everywhere for it but couldn't find it.

Lily's mom noticed how sad she was and gave her a big hug to comfort her. She told her they would look for the cloth together. They searched high and low until they found it under the bed. Lily was so happy she hugged her mom and her cloth tightly.

From that day on, Lily never let her cloth out of her sight. She felt happy knowing it was always with her. And whenever she felt sad, she would hold her cloth close and her mom would comfort her with a warm hug.",0.3253,726,"Once upon a time, there was a little girl named Lily. She loved to play in her backyard and pick flowers. One day, she saw a loose nail on the ground near her swing. She knew it was dangerous, but she was too lazy to pick it up.

Later that day, Lily's mom suggested they have a picnic in the park. Lily was so excited and ran to get her favorite blanket. But when she got to the park, she tripped and hurt her foot on the loose nail she saw earlier. 

Lily learned her lesson and never left dangerous things on the ground again. From then on, she always made sure to be safe and careful.",0.2743,588,"Once upon a time, there was a little girl named Lily. She was playing with her favorite toy, a big red ball. Suddenly, she dropped the ball and it bounced up and hit the ceiling. Lily felt anxious because she thought the ceiling might fall down. 

She looked up and saw that the ceiling was still there and she felt better. Lily's mom came in and saw the ball on the floor. She picked it up and gave it back to Lily. 

Lily was happy to have her ball back and continued playing. She was very careful not to drop it again because she didn't want to make the ceiling fall down. The end.",0.2584,584
Visual stimming,"It started causing tantrums, and it became very difficult. A little earlier, he started clinging strangely to toys. He would spin everything, all the time. He took every object and checked if it could spin. He had rings to play with, for babies. He would always spin them. At one point, we thought we shouldn't let him stay in that phase too long.",347,first,first of 3,"Once upon a time, there was a little girl named Lily. She loved to play with her toys, but they were always all over the place. One day, Lily decided to organize all of her toys by putting the dolls in one box and the blocks in another. It was hard work, but she felt proud when she was done.

Lily's mom noticed how much she loved to play with her toys and wanted to buy her more. But she knew that Lily was too little to carry heavy things. So, she bought her some little toys that were light in weight. Lily was so happy and played with her new toys all day long. 

After playing with her toys, Lily felt so lively and full of energy. She danced around her room and sang songs. She was so happy that she had organized her toys and had new ones to play with. From that day on, Lily made sure to keep all of her toys organized and to only play with toys that were light in weight.",0.3399,881,"Once upon a time, there was a little girl named Lily. Lily loved to play with her toys and make a mess. Her mommy always told her to clean up her toys, but Lily never listened.

One day, Lily's mommy got very angry because Lily didn't clean up her toys. She set a timer for 10 minutes and told Lily to clean up before the timer went off. Lily was shocked and didn't know what to do, but she started to clean anyway.

After the timer went off, Lily had cleaned up all of her toys! Her mommy was so happy and proud of her. Lily learned that it's important to listen to her mommy and clean up after herself. She felt happy and proud too!",0.3321,634,"Once upon a time, there was a little girl named Lily. She loved to play with her toys and explore her house. One day, she found a door that led to the attic. She climbed up the stairs and saw lots of old things. It was very interesting to her.

Lily found an old toy top and decided to spin it. But as she spun it faster and faster, it flew out of her hand and hit a vase. It broke into many pieces. Lily felt sad and scared that she had done something wrong.

Her mom came up to the attic and saw what had happened. She hugged Lily and said, ""It's okay to make mistakes, but we must learn from them. Let's clean up the mess together."" Lily learned that it's important to be careful when playing and to take responsibility for her actions.",0.3231,739
Alignment,"Yes, I would like to say that the first thing that caught our attention was that he loves cars, especially those with eyes like in the movie ""Cars."" They had to be perfectly aligned, either straight or in a circle around something.",231,first,first of 4,"Once upon a time, there was a little boy named Tim. Tim loved to play with dough. He would make all sorts of shapes with it. One day, he made a car out of dough. It was a very nice car.

Tim wanted to see if the car could zoom. He was a bit nervous because he didn't know if it would work. He pushed the car and it started to zoom across the floor. Tim was so happy!

Every day, Tim played with his dough car. He would zoom it around the room and make fun tracks. Tim was not nervous anymore. He knew that his dough car could zoom fast and far. And they lived happily ever after.",0.4235,579,"Ben was bored. He did not like to stay in his room. He wanted to go out and play. But Mom said no. She said it was too cold and wet. She gave him a book and a toy car. But Ben did not want to read or play with the car. He wanted to do something else.

He looked around his room. He saw a drawer. He opened it. He saw a shiny thing. It was a key. He picked it up. He wondered what it was for. He looked at the door. He saw a hole. He walked to the door. He put the key in the hole. He twisted it.

He heard a click. He turned the knob. He opened the door. He saw the hall. He smiled. He ran out of his room. He wanted to explore. He did not know that the key was for his room. He did not know that he locked himself out. He did not know that Mom would be angry. He only knew that he was not bored anymore.",0.3227,804,"Once upon a time, there was a little boy named Tim. Tim loved to play with his toy model car. He would zoom it all around his room, making car noises as he went. One day, Tim's mom told him they would go to the park. Tim was very excited and wanted to take his model car with him.

At the park, Tim played with his model car on the cold slide. He had so much fun watching it go down the slide very fast. Then, a girl named Sue came to play too. Sue saw Tim's model car and thought it was cool. She asked Tim if she could play with it too. Tim said yes, and they played together with the model car.

After a while, it was time for Tim and Sue to go home. Sue said, ""Thank you for letting me play with your model car, Tim!"" Tim smiled and said, ""You're welcome! I had fun playing with you."" They both waved goodbye and went home. Tim was happy he made a new friend, and he couldn't wait to play with Sue and his model car again soon.",0.3107,931
Detail perception,It seems like he is very visually sensitive. He is very focused on images.,74,first,first of 2,"Mom and Dad were looking at a picture. It was a special picture called an x-ray. Mom explained that the doctor took the x-ray to help her understand why Mom didn't feel well. Dad said the x-ray showed the doctor if anything was wrong inside. 

Mom and Dad were very happy that the picture was available. It showed the doctor what was inside and the doctor could explain to Mom and Dad what was wrong. The doctor said it was just a sore throat and he gave Mom and Dad some medicine. 

Mom and Dad were so glad that the x-ray was available. It made them feel better to know what was wrong and to know that the doctor could help.",0.2116,626,"One night, John was very scared in bed. He was 3 years old and he was all alone. He heard strange noises outside his room and he wanted to go to toilet. He decided to bravely go outside to find the toilet. He slowly walked down the stairs, but suddenly he realized something was wrong. The lights were on in the living room, but there wasn't anyone there. 
John was scared but he didn't want to turn back. He wanted to find the toilet. He quickly ran towards the kitchen, but suddenly he saw something that made him very scared.

John saw a big, black monster in the corner of the kitchen. He gasped and he quickly ran away. He ran back upstairs to his bedroom and locked the door. In the morning when his parents returned home, he told them what had happened. They realized that the monster he had seen must have been a burglar! John was very relieved that there was no big, scary monster.",0.1939,890,"One day, John was walking along the shore. He saw something fierce lurking in the distance. He was scared and hid behind a bush. When he peered out again, he saw a majestic dragon soaring in the sky. He was mesmerized and admired its beauty.

The dragon flew so gracefully across the sky, looping and diving in circles. John watched it in awe. He wanted to be like the dragon, strong and fierce but also graceful. Suddenly the dragon spotted John and stopped still in the sky, looking right at him.

John held his breath in shock and anticipation. The dragon and John stared at each other for what felt like a lifetime before the dragon winked at him and flew away, leaving John alone on the shore. Despite the fear he had felt before, John couldn't help but admire the dragon's grandeur.",0.1859,788
Vision,"However, she can't stand seeing wet skin.",41,first,first of 1,"Once upon a time, there was a little girl named Lily. She had long hair that was always tangled. Her mom would comb it every day, but Lily didn't like it. She was curious about what would happen if she didn't let her mom comb her hair.

One day, Lily went outside to play. It was a sunny day, and she ran around the park with her friends. But then, it started to rain. Lily didn't want to go home yet, so she stayed outside and played in the rain. When she came home, her hair was all wet.

Her mom tried to comb it, but it was too tangled. Lily was upset because she didn't like the feeling of her hair being wet and tangled. She learned her lesson and promised to always let her mom comb her hair from then on.",0.3394,712,"Once upon a time, there was a little girl named Lily. She had a furry cat named Mittens. Mittens was very soft and cuddly.

One day, Lily wanted to go outside and play in the snow. But her mommy said it was too cold and she needed to wear a warm coat. Lily didn't want to wear a coat because she thought it was too big and bulky. 

Mommy said she could go outside, but only if she wore a coat. Lily didn't like it, but she knew mommy wouldn't permit her to go outside without one. So, she put on her coat and went outside to play in the cold, snowy day with her furry cat, Mittens.",0.3171,581,"Once upon a time, in a small town, there lived a fearful little girl named Lily. She was scared of many things, but most of all, she was scared of slipping. One day, she went for a walk with her mom. 

As they walked, Lily saw a pattern on the ground. The pattern was made of pretty stones. ""Look, Mom!"" she said, ""I like this pattern!"" Her mom smiled and said, ""Yes, it is very nice, Lily.""

As they kept walking, Lily saw a wet spot on the ground. She was scared to slip. ""Mom, I am scared,"" she said. Her mom held her hand and said, ""Don't worry, Lily. I am here with you. We can walk around it."" So, they walked around the wet spot and Lily did not slip. She was happy and not fearful anymore.",0.3115,697
Brightness,"On the other hand, he is very sensitive to light, but in the sense that he seeks it out. He loves brightness. He is hypnotized by light. He is confirmed to be hyposensitive to it.",179,first,first of 2,"Once upon a time there was a girl. She had an enormous flashlight. She wanted to make something cool with the flashlight. One day she decided to light up her room with it. She was so excited. 
When all the lights were off, the girl lit up the torch. It was so bright that she squealed with joy. 
But as quickly as the joy came it was gone again. Her room was so bright that her little brother had woken up in the middle of the night and couldn't fall asleep again.
The girl realized that sometimes the best things in life can be enjoyed without making too much noise. After that day she was careful with how and when she used her flashlight.
The moral of this story is that you should always enjoy things with quiet and peace.",0.2709,726,"Once upon a time, there was a little boy named Tim. Tim liked to climb trees in the park. One day, Tim saw a big tree with a clear bulb on it. The bulb was very pretty and shiny. Tim wanted the bulb, so he started to climb the tree.

Tim climbed higher and higher in the tree. He could see the clear bulb getting closer. Tim was very happy because he wanted the bulb so much. He thought the bulb would be fun to play with.

But when Tim got to the top, he lost his grip and fell down. The clear bulb broke and Tim was very sad. He got hurt and cried a lot. The pretty bulb was gone and Tim learned not to climb trees for things that can break.",0.2471,643,"One day, John was walking along the shore. He saw something fierce lurking in the distance. He was scared and hid behind a bush. When he peered out again, he saw a majestic dragon soaring in the sky. He was mesmerized and admired its beauty.

The dragon flew so gracefully across the sky, looping and diving in circles. John watched it in awe. He wanted to be like the dragon, strong and fierce but also graceful. Suddenly the dragon spotted John and stopped still in the sky, looking right at him.

John held his breath in shock and anticipation. The dragon and John stared at each other for what felt like a lifetime before the dragon winked at him and flew away, leaving John alone on the shore. Despite the fear he had felt before, John couldn't help but admire the dragon's grandeur.",0.1996,788
Sensation seeking (vision),"I heard you talking about visual alignment on furniture. I noticed that she does that too with her hands, and she rolls her eyes back, which I think gives her a sense of relief.",177,first,first of 1,"Once upon a time, there was a little girl named Lily. She loved to play with her toys and have fun. One day, she was playing with her dolls when she saw her mommy sewing with a needle. 

Lily watched as her mommy carefully threaded the needle and then began to sew. The needle went up and down, up and down. Lily thought it looked like magic! 

After her mommy finished sewing, she tidied up her sewing supplies. Lily helped her put everything away. Her mommy was so happy that Lily was such a good helper that she nodded her head and gave her a big hug. From that day on, Lily loved to help her mommy tidy up after they played together.",0.3212,637,"Once upon a time, there was a little girl named Lily. She had a favorite cloth she always carried with her. It was soft and pink, just like her favorite color. One day, Lily lost her cloth and she felt very sad. She looked everywhere for it but couldn't find it.

Lily's mom noticed how sad she was and gave her a big hug to comfort her. She told her they would look for the cloth together. They searched high and low until they found it under the bed. Lily was so happy she hugged her mom and her cloth tightly.

From that day on, Lily never let her cloth out of her sight. She felt happy knowing it was always with her. And whenever she felt sad, she would hold her cloth close and her mom would comfort her with a warm hug.",0.2935,726,"Once upon a time, there was a little girl named Lily. She was very curious and loved to explore the world around her. One day, she went to a fashion show with her mommy. She saw many pretty dresses and hats.

When the show was over, everyone started to applaud. Lily didn't know what that meant, so her mommy explained that it's when people clap their hands to show they liked something. Lily thought it was fun and started to applaud too.

After the show, Lily went home and told her daddy all about it. She was so excited that she wanted to be a fashion designer when she grew up. Her daddy was proud of her and applauded her dream.",0.2875,634
Light sensitivity,"Visually, he can't stand any daylight; it's very complicated. But he can look at anything neon. The ophthalmologist explained that neon lights appear as stripes, providing a comforting frame for him. He loves watching wind turbines and could watch them for hours. It's very contradictory and exhausting.",303,first,first of 4,"Once upon a time, there was a little boy named Tim. Tim liked to climb trees in the park. One day, Tim saw a big tree with a clear bulb on it. The bulb was very pretty and shiny. Tim wanted the bulb, so he started to climb the tree.

Tim climbed higher and higher in the tree. He could see the clear bulb getting closer. Tim was very happy because he wanted the bulb so much. He thought the bulb would be fun to play with.

But when Tim got to the top, he lost his grip and fell down. The clear bulb broke and Tim was very sad. He got hurt and cried a lot. The pretty bulb was gone and Tim learned not to climb trees for things that can break.",0.2526,643,"One day, John was walking along the shore. He saw something fierce lurking in the distance. He was scared and hid behind a bush. When he peered out again, he saw a majestic dragon soaring in the sky. He was mesmerized and admired its beauty.

The dragon flew so gracefully across the sky, looping and diving in circles. John watched it in awe. He wanted to be like the dragon, strong and fierce but also graceful. Suddenly the dragon spotted John and stopped still in the sky, looking right at him.

John held his breath in shock and anticipation. The dragon and John stared at each other for what felt like a lifetime before the dragon winked at him and flew away, leaving John alone on the shore. Despite the fear he had felt before, John couldn't help but admire the dragon's grandeur.",0.2307,788,"Once upon a time, there was a little boy named Tim. Tim had a small violin that he loved to play. Every day, he would play his violin and make beautiful music.

One day, Tim saw a big tree with a shiny star on top. He wanted to reach the star and put it on his violin. Tim was very persistent. He tried to climb the tree, but it was too tall. He tried to jump, but he could not jump high enough. He even tried to build a ladder, but it was not long enough.

Finally, Tim had an idea. He played his violin under the tree and the music made the branches dance. The tree bent down, and Tim was able to reach the shiny star. He put the star on his violin and played the most beautiful music ever. And from that day on, Tim and his violin with the shiny star made everyone happy.",0.2134,774
Visuo-spatial capacities,We are always very impressed with his ability to navigate wherever he goes because his visual capacity to orient himself in space and his sensitivity to spatial awareness are remarkable. We really value this.,208,first,first of 1,"One day, John was walking along the shore. He saw something fierce lurking in the distance. He was scared and hid behind a bush. When he peered out again, he saw a majestic dragon soaring in the sky. He was mesmerized and admired its beauty.

The dragon flew so gracefully across the sky, looping and diving in circles. John watched it in awe. He wanted to be like the dragon, strong and fierce but also graceful. Suddenly the dragon spotted John and stopped still in the sky, looking right at him.

John held his breath in shock and anticipation. The dragon and John stared at each other for what felt like a lifetime before the dragon winked at him and flew away, leaving John alone on the shore. Despite the fear he had felt before, John couldn't help but admire the dragon's grandeur.",0.3222,788,"Once upon a time, there was a little boy named Tim. Tim loved to play with dough. He would make all sorts of shapes with it. One day, he made a car out of dough. It was a very nice car.

Tim wanted to see if the car could zoom. He was a bit nervous because he didn't know if it would work. He pushed the car and it started to zoom across the floor. Tim was so happy!

Every day, Tim played with his dough car. He would zoom it around the room and make fun tracks. Tim was not nervous anymore. He knew that his dough car could zoom fast and far. And they lived happily ever after.",0.2846,579,"Once upon a time, there was a happy little mouse named Max. Max lived in a big field with lots of tall grass and a big tree with a vine growing up it. Max loved to climb the vine and look out at the peaceful world around him.

One day, Max saw a big cat walking towards him. Max was scared, but then he recognized the cat as his friend, Mittens. Mittens was a nice cat who always played with Max and never tried to eat him.

Max and Mittens climbed the vine together and sat on a branch, looking out at the peaceful world around them. They watched the birds flying in the sky and the flowers swaying in the breeze. Max was happy to have a friend like Mittens and a peaceful place to live.",0.2765,688
